weed_count,date,client,user,weed diameter,size,height,weed placement,weed type,weed name,weed applied
29,2023-01-01,pedro,mate,10.0,78.5,,ROW,HA,Xanthium cavanillesii,1.0
30,2023-01-01,pedro,mate,20.0,314.0,,FURROW,HA,Xanthium cavanillesii,1.0
31,2023-01-01,pedro,mate,10.0,78.5,,ROW,HA,Xanthium cavanillesii,1.0
32,2023-01-01,pedro,mate,,25.0,,ROW,G,Maíz voluntario,1.0
33,2023-01-01,pedro,mate,15.0,176.63,,ROW,HA,Xanthium cavanillesii,1.0
34,2023-01-01,pedro,mate,10.0,78.5,,ROW,HA,Xanthium cavanillesii,0.0
35,2023-01-01,pedro,mate,15.0,176.63,,ROW,HA,Xanthium cavanillesii,1.0
36,2023-01-01,pedro,mate,,20.0,,ROW,HA,Xanthium cavanillesii,0.0
37,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Xanthium cavanillesii,1.0
38,2023-01-01,pedro,mate,15.0,176.63,,FURROW,HA,Xanthium cavanillesii,0.0
39,2023-01-01,pedro,mate,15.0,176.63,,FURROW,HA,Xanthium cavanillesii,1.0
40,2023-01-01,pedro,mate,20.0,314.0,,ROW,HA,Xanthium cavanillesii,1.0
41,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Xanthium cavanillesii,1.0
42,2023-01-01,pedro,mate,25.0,490.63,,ROW,HA,Xanthium cavanillesii,1.0
43,2023-01-01,pedro,mate,15.0,176.63,,FURROW,HA,Xanthium cavanillesii,0.0
44,2023-01-01,pedro,mate,20.0,314.0,,FURROW,HA,Xanthium cavanillesii,1.0
45,2023-01-01,pedro,mate,,25.0,,ROW,G,Maíz voluntario,1.0
46,2023-01-01,pedro,mate,20.0,314.0,,FURROW,HA,Xanthium cavanillesii,0.0
47,2023-01-01,pedro,mate,,25.0,,ROW,HA,Xanthium cavanillesii,1.0
48,2023-01-01,pedro,mate,15.0,176.63,,ROW,HA,Xanthium cavanillesii,1.0
49,2023-01-01,pedro,mate,,9.0,,FURROW,HA,Xanthium cavanillesii,0.0
50,2023-01-01,pedro,mate,,25.0,,ROW,G,Maíz voluntario,1.0
51,2023-01-01,pedro,mate,15.0,176.63,,FURROW,HA,Xanthium cavanillesii,0.0
52,2023-01-01,pedro,mate,,0.0,,ROW,HA,Xanthium cavanillesii,0.0
53,2023-01-01,pedro,mate,,0.0,,FURROW,HA,Xanthium cavanillesii,1.0
54,2023-01-01,pedro,mate,,0.0,,FURROW,HA,Xanthium cavanillesii,1.0
55,2023-01-01,pedro,mate,,0.0,,ROW,HA,Xanthium cavanillesii,1.0
56,2023-01-01,pedro,mate,,0.0,,FURROW,HA,Xanthium cavanillesii,1.0
57,2023-01-01,pedro,mate,15.0,176.63,,ROW,HA,Xanthium cavanillesii,1.0
58,2023-01-01,pedro,mate,15.0,176.63,,FURROW,HA,Xanthium cavanillesii,1.0
59,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Xanthium cavanillesii,1.0
60,2023-01-01,pedro,mate,20.0,314.0,,FURROW,HA,Xanthium cavanillesii,1.0
61,2023-01-01,pedro,mate,10.0,78.5,,ROW,HA,Xanthium cavanillesii,0.0
62,2023-01-01,pedro,mate,,25.0,,FURROW,HA,Xanthium cavanillesii,0.0
63,2023-01-01,pedro,mate,,15.0,,FURROW,HA,Xanthium cavanillesii,0.0
64,2023-01-01,pedro,mate,,15.0,,FURROW,G,Maíz voluntario,1.0
65,2023-01-01,pedro,mate,15.0,176.63,,ROW,HA,Xanthium cavanillesii,1.0
66,2023-01-01,pedro,mate,20.0,314.0,,FURROW,HA,Xanthium cavanillesii,0.0
67,2023-01-01,pedro,mate,15.0,176.63,,ROW,G,Maíz voluntario,1.0
68,2023-01-01,pedro,mate,,25.0,,ROW,HA,Xanthium cavanillesii,1.0
69,2023-01-01,pedro,mate,,25.0,,FURROW,HA,Xanthium cavanillesii,0.0
70,2023-01-01,pedro,mate,,25.0,,FURROW,HA,Xanthium cavanillesii,1.0
71,2023-01-01,pedro,mate,15.0,176.63,,FURROW,HA,Xanthium cavanillesii,1.0
72,2023-01-01,pedro,mate,15.0,176.63,,FURROW,HA,Xanthium cavanillesii,1.0
73,2023-01-01,pedro,mate,10.0,78.5,,ROW,HA,Xanthium cavanillesii,1.0
74,2023-01-01,pedro,mate,20.0,314.0,,ROW,G,Maíz voluntario,1.0
75,2023-01-01,pedro,mate,10.0,78.5,,ROW,HA,Xanthium cavanillesii,1.0
76,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Xanthium cavanillesii,1.0
77,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,1.0
78,2023-01-01,pedro,mate,,25.0,,FURROW,HA,Xanthium cavanillesii,1.0
79,2023-01-01,pedro,mate,,15.0,,FURROW,HA,Xanthium cavanillesii,0.0
80,2023-01-01,pedro,mate,15.0,176.63,,FURROW,HA,Xanthium cavanillesii,1.0
81,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Xanthium cavanillesii,0.0
82,2023-01-01,pedro,mate,,20.0,,ROW,HA,Xanthium cavanillesii,1.0
83,2023-01-01,pedro,mate,15.0,176.63,,FURROW,HA,Xanthium cavanillesii,1.0
84,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,1.0
85,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,0.0
86,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,1.0
87,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,1.0
88,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,1.0
89,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,1.0
90,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,0.0
91,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,1.0
92,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,1.0
93,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,0.0
94,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,0.0
95,2023-01-01,pedro,mate,10.0,78.5,,FURROW,G,Maíz voluntario,1.0
96,2023-01-01,pedro,mate,10.0,78.5,,FURROW,G,Maíz voluntario,0.0
97,2023-01-01,pedro,mate,,0.0,,,HA,Xanthium cavanillesii,1.0
98,2023-01-01,pedro,mate,10.0,78.5,,FURROW,G,Maíz voluntario,1.0
99,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Xanthium cavanillesii,1.0
100,2023-01-01,pedro,mate,,25.0,,FURROW,HA,Xanthium cavanillesii,1.0
101,2023-01-01,pedro,mate,10.0,78.5,,ROW,HA,Bassia scoparia,1.0
102,2023-01-01,pedro,mate,,9.0,,ROW,G,Maíz voluntario,1.0
103,2023-01-01,pedro,mate,15.0,176.63,,FURROW,HA,Bassia scoparia,1.0
104,2023-01-01,pedro,mate,,25.0,,FURROW,HA,Bassia scoparia,1.0
105,2023-01-01,pedro,mate,,25.0,,FURROW,G,Maíz voluntario,1.0
106,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Conyza sp,1.0
107,2023-01-01,pedro,mate,,25.0,,ROW,HA,Conyza sp,1.0
108,2023-01-01,pedro,mate,,20.0,,FURROW,HA,Xanthium cavanillesii,0.0
109,2023-01-01,pedro,mate,,9.0,,ROW,G,Maíz voluntario,0.0
110,2023-01-01,pedro,mate,,0.0,,,,,
111,2023-01-01,pedro,mate,,0.0,,,HA,Bassia scoparia,1.0
112,2023-01-01,pedro,mate,,20.0,,ROW,G,Maíz voluntario,1.0
113,2023-01-01,pedro,mate,,7.0,,ROW,G,Maíz voluntario,1.0
114,2023-01-01,pedro,mate,15.0,176.63,,FURROW,G,Maíz voluntario,1.0
115,2023-01-01,pedro,mate,10.0,78.5,,FURROW,G,Maíz voluntario,0.0
116,2023-01-01,pedro,mate,,0.0,,FURROW,HA,Bassia scoparia,1.0
117,2023-01-01,pedro,mate,,0.0,,ROW,HA,Bassia scoparia,1.0
118,2023-01-01,pedro,mate,,25.0,,FURROW,G,,1.0
119,2023-01-01,pedro,mate,30.0,706.5,,FURROW,HA,Bassia scoparia,1.0
120,2023-01-01,pedro,mate,30.0,706.5,,FURROW,HA,Bassia scoparia,1.0
121,2023-01-01,pedro,mate,50.0,1962.5,,FURROW,HA,Bassia scoparia,1.0
122,2023-01-01,pedro,mate,20.0,314.0,,FURROW,HA,Bassia scoparia,1.0
123,2023-01-01,pedro,mate,25.0,490.63,,FURROW,HA,Xanthium cavanillesii,0.0
124,2023-01-01,pedro,mate,,25.0,,ROW,HA,Conyza sp,1.0
125,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Bassia scoparia,1.0
126,2023-01-01,pedro,mate,15.0,176.63,,ROW,HA,Bassia scoparia,1.0
127,2023-01-01,pedro,mate,,25.0,,FURROW,G,Maíz voluntario,0.0
128,2023-01-01,pedro,mate,10.0,78.5,,ROW,G,Maíz voluntario,1.0
129,2023-01-01,pedro,mate,,25.0,,FURROW,G,Maíz voluntario,1.0
130,2023-01-01,pedro,mate,15.0,176.63,,ROW,HA,Bassia scoparia,1.0
131,2023-01-01,pedro,mate,50.0,1962.5,,FURROW,HA,Bassia scoparia,1.0
132,2023-01-01,pedro,mate,,25.0,,FURROW,HA,Bassia scoparia,1.0
133,2023-01-01,pedro,mate,,25.0,,ROW,G,Maíz voluntario,1.0
134,2023-01-01,pedro,mate,,20.0,,FURROW,G,Maíz voluntario,1.0
135,2023-01-01,pedro,mate,,20.0,,FURROW,G,Maíz voluntario,1.0
136,2023-01-01,pedro,mate,,20.0,,ROW,HA,Xanthium cavanillesii,0.0
137,2023-01-01,pedro,mate,20.0,314.0,,FURROW,HA,Bassia scoparia,1.0
138,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Xanthium cavanillesii,1.0
139,2023-01-01,pedro,mate,,25.0,,ROW,G,Maíz voluntario,1.0
140,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Bassia scoparia,0.0
141,2023-01-01,pedro,mate,,0.0,,,,,
142,2023-01-01,pedro,mate,10.0,78.5,,ROW,HA,Xanthium cavanillesii,1.0
143,2023-01-01,pedro,mate,20.0,314.0,,FURROW,HA,Bassia scoparia,1.0
144,2023-01-01,pedro,mate,,20.0,,ROW,HA,Bassia scoparia,1.0
145,2023-01-01,pedro,mate,,15.0,,FURROW,G,Maíz voluntario,1.0
146,2023-01-01,pedro,mate,20.0,314.0,,ROW,HA,Bassia scoparia,1.0
147,2023-01-01,pedro,mate,,0.0,,,,,
148,2023-01-01,pedro,mate,,0.0,,FURROW,HA,Bassia scoparia,1.0
149,2023-01-01,pedro,mate,,0.0,,ROW,HA,Bassia scoparia,1.0
150,2023-01-01,pedro,mate,,0.0,,FURROW,HA,Bassia scoparia,1.0
1,2021-02-03,juan,mate,,20,,ROW,,CP,1.0
2,2021-02-03,juan,mate,,20,,ROW,,CP,1.0
3,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
4,2021-02-03,juan,mate,,25,,ROW,,CORN,1.0
5,2021-02-03,juan,mate,,20,,FURROW,,CP,1.0
6,2021-02-03,juan,mate,,20,,FURROW,,CP,1.0
7,2021-02-03,juan,mate,,15,,FURROW,,LCG,1.0
8,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
9,2021-02-03,juan,mate,,25,,FURROW,,CORN,1.0
10,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
11,2021-02-03,juan,mate,,25,,FURROW,,CORN,1.0
12,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
13,2021-02-03,juan,mate,,15,,ROW,,CP,1.0
14,2021-02-03,juan,mate,,20,,ROW,,CP,1.0
15,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
16,2021-02-03,juan,mate,,7,,FURROW,,CP,1.0
17,2021-02-03,juan,mate,,15,,FURROW,,CP,1.0
18,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
19,2021-02-03,juan,mate,,7,,FURROW,,LCG,1.0
20,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
21,2021-02-03,juan,mate,,5,,FURROW,,CP,1.0
22,2021-02-03,juan,mate,,5,,FURROW,,CP,1.0
23,2021-02-03,juan,mate,,9,,FURROW,,LCG,1.0
24,2021-02-03,juan,mate,,15,,FURROW,,CP,1.0
25,2021-02-03,juan,mate,,7,,FURROW,,CP,1.0
26,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
27,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
28,2021-02-03,juan,mate,,15,,FURROW,,CP,1.0
29,2021-02-03,juan,mate,,25,,FURROW,,CORN,1.0
30,2021-02-03,juan,mate,,15,,FURROW,,CP,1.0
31,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
32,2021-02-03,juan,mate,,9,,ROW,,CP,1.0
33,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
34,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
35,2021-02-03,juan,mate,,15,,FURROW,,CORN,1.0
36,2021-02-03,juan,mate,,15,,FURROW,,CP,1.0
37,2021-02-03,juan,mate,,15,,ROW,,LCG,1.0
38,2021-02-03,juan,mate,,25,,FURROW,,CORN,1.0
39,2021-02-03,juan,mate,,15,,FURROW,,CP,1.0
40,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
41,2021-02-03,juan,mate,,3,,FURROW,,CP,1.0
42,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
43,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
44,2021-02-03,juan,mate,,15,,FURROW,,CP,1.0
45,2021-02-03,juan,mate,,15,,FURROW,,CP,1.0
46,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
47,2021-02-03,juan,mate,,15,,FURROW,,CP,1.0
48,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
49,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
50,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
51,2021-02-03,juan,mate,,20,,FURROW,,CP,1.0
52,2021-02-03,juan,mate,,15,,FURROW,,LCG,1.0
53,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
54,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
55,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
56,2021-02-03,juan,mate,,25,,ROW,,COMMON (*),1.0
57,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
58,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
59,2021-02-03,juan,mate,,20,,FURROW,,CP,1.0
60,2021-02-03,juan,mate,,5,,ROW,,CP,1.0
61,2021-02-03,juan,mate,,20,,FURROW,,LCG,1.0
62,2021-02-03,juan,mate,,15,,ROW,,LCG,1.0
63,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
64,2021-02-03,juan,mate,,25,,ROW,,CP,1.0
65,2021-02-03,juan,mate,,7,,ROW,,CP,1.0
66,2021-02-03,juan,mate,,20,,ROW,,CP,1.0
67,2021-02-03,juan,mate,,15,,FURROW,,LCG,1.0
68,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
69,2021-02-03,juan,mate,,5,,FURROW,,CP,1.0
70,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
71,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
72,2021-02-03,juan,mate,,15,,ROW,,CP,1.0
73,2021-02-03,juan,mate,,25,,ROW,,LCG,1.0
74,2021-02-03,juan,mate,,20,,FURROW,,LCG,1.0
75,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
76,2021-02-03,juan,mate,,25,,ROW,,CORN,1.0
77,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
78,2021-02-03,juan,mate,,25,,FURROW,,PICTURE,1.0
79,2021-02-03,juan,mate,,25,,ROW,,LCG,1.0
80,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
81,2021-02-03,juan,mate,,5,,FURROW,,PICTURE,1.0
82,2021-02-03,juan,mate,,20,,FURROW,,COMMON (*),1.0
83,2021-02-03,juan,mate,,20,,ROW,,CORN,1.0
84,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
85,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
86,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
87,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
88,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
89,2021-02-03,juan,mate,,25,,FURROW,,CORN,1.0
90,2021-02-03,juan,mate,,25,,ROW,,LCG,1.0
91,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
92,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
93,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
94,2021-02-03,juan,mate,,20,,FURROW,,LCG,1.0
95,2021-02-03,juan,mate,,15,,ROW,,LCG,1.0
96,2021-02-03,juan,mate,,15,,FURROW,,COMMON (*),1.0
97,2021-02-03,juan,mate,,15,,FURROW,,LCG,1.0
98,2021-02-03,juan,mate,,15,,FURROW,,LCG,1.0
99,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
100,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
101,2021-02-03,juan,mate,,5,,FURROW,,CP,1.0
102,2021-02-03,juan,mate,,25,,ROW,,CP,1.0
103,2021-02-03,juan,mate,,>25,,FURROW,,CP,1.0
104,2021-02-03,juan,mate,,15,,FURROW,,SOLANUM,1.0
105,2021-02-03,juan,mate,,>25,,FURROW,,LCG,1.0
106,2021-02-03,juan,mate,,20,,FURROW,,CP,1.0
107,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
108,2021-02-03,juan,mate,,25,,ROW,,LCG,1.0
109,2021-02-03,juan,mate,,15,,ROW,,CP,1.0
110,2021-02-03,juan,mate,,25,,ROW,,LCG,1.0
111,2021-02-03,juan,mate,,25,,ROW,,CP,1.0
112,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
113,2021-02-03,juan,mate,,25,,ROW,,LCG,1.0
114,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
115,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
116,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
117,2021-02-03,juan,mate,,25,,ROW,,CP,1.0
118,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
119,2021-02-03,juan,mate,,25,,ROW,,CP,1.0
120,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
121,2021-02-03,juan,mate,,25,,ROW,,LCG,1.0
122,2021-02-03,juan,mate,,20,,ROW,,CP,1.0
123,2021-02-03,juan,mate,,9,,FURROW,,LCG,1.0
124,2021-02-03,juan,mate,,20,,FURROW,,CP,1.0
125,2021-02-03,juan,mate,,15,,ROW,,CP,1.0
126,2021-02-03,juan,mate,,20,,FURROW,,CP,1.0
127,2021-02-03,juan,mate,,25,,ROW,,CP,1.0
128,2021-02-03,juan,mate,,7,,ROW,,CP,1.0
129,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
130,2021-02-03,juan,mate,,25,,ROW,,CP,1.0
131,2021-02-03,juan,mate,,25,,ROW,,CP,1.0
132,2021-02-03,juan,mate,,25,,ROW,,LCG,1.0
133,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
134,2021-02-03,juan,mate,,9,,FURROW,,SOLANUM,1.0
135,2021-02-03,juan,mate,,7,,FURROW,,LCG,1.0
136,2021-02-03,juan,mate,,20,,FURROW,,CP,1.0
137,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
138,2021-02-03,juan,mate,,25,,ROW,,LCG,1.0
139,2021-02-03,juan,mate,,15,,FURROW,,CP,1.0
140,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
141,2021-02-03,juan,mate,,25,,FURROW,,LCG,1.0
142,2021-02-03,juan,mate,,9,,FURROW,,CP,1.0
143,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
144,2021-02-03,juan,mate,,25,,ROW,,CP,1.0
145,2021-02-03,juan,mate,,25,,ROW,,LCG,1.0
146,2021-02-03,juan,mate,,15,,ROW,,CP,1.0
147,2021-02-03,juan,mate,,20,,FURROW,,CP,1.0
148,2021-02-03,juan,mate,,25,,ROW,,SOLANUM,1.0
149,2021-02-03,juan,mate,,25,,FURROW,,SOLANUM,1.0
150,2021-02-03,juan,mate,,25,,ROW,,LCG,1.0
151,2021-02-03,juan,mate,,25,,FURROW,,CP,1.0
