weed_count,date,client,user,weed diameter,size,height,weed placement,weed type,weed name,weed applied
91,2023-01-02,cliente2,yo,,25,,FURROW,,LCG,1
92,2023-01-02,cliente2,yo,,25,,FURROW,,LCG,1
93,2023-01-02,cliente2,yo,,25,,FURROW,,LCG,1
94,2023-01-02,cliente2,yo,,20,,FURROW,,LCG,1
95,2023-01-02,cliente2,yo,,15,,ROW,,LCG,1
96,2023-01-02,cliente2,yo,,15,,FURROW,,COMMON (*),1
97,2023-01-02,cliente2,yo,,15,,FURROW,,LCG,1
98,2023-01-02,cliente2,yo,,15,,FURROW,,LCG,1
99,2023-01-02,cliente2,yo,,25,,FURROW,,LCG,1
100,2023-01-02,cliente2,yo,,25,,FURROW,,LCG,1
101,2023-01-02,cliente2,yo,,5,,FURROW,,CP,1
102,2023-01-02,cliente2,yo,,25,,ROW,,CP,1
103,2023-01-02,cliente2,yo,,>25,,FURROW,,CP,1
104,2023-01-02,cliente2,yo,,15,,FURROW,,SOLANUM,1
105,2023-01-02,cliente2,yo,,>25,,FURROW,,LCG,1
106,2023-01-02,cliente2,yo,,20,,FURROW,,CP,1
107,2023-01-02,cliente2,yo,,25,,FURROW,,CP,1
108,2023-01-02,cliente2,yo,,25,,ROW,,LCG,1
109,2023-01-02,cliente2,yo,,15,,ROW,,CP,1
110,2023-01-02,cliente2,yo,,25,,ROW,,LCG,1
111,2023-01-02,cliente2,yo,,25,,ROW,,CP,1
112,2023-01-02,cliente2,yo,,25,,FURROW,,CP,1
113,2023-01-02,cliente2,yo,,25,,ROW,,LCG,1
114,2023-01-02,cliente2,yo,,25,,FURROW,,CP,1
115,2023-01-02,cliente2,yo,,25,,FURROW,,CP,1
116,2023-01-02,cliente2,yo,,25,,FURROW,,LCG,1
117,2023-01-02,cliente2,yo,,25,,ROW,,CP,1
118,2023-01-02,cliente2,yo,,25,,FURROW,,CP,1
119,2023-01-02,cliente2,yo,,25,,ROW,,CP,1
120,2023-01-02,cliente2,yo,,9,,FURROW,,CP,1
121,2023-01-02,cliente2,yo,,25,,ROW,,LCG,1
122,2023-01-02,cliente2,yo,,20,,ROW,,CP,1
123,2023-01-02,cliente2,yo,,9,,FURROW,,LCG,1
124,2023-01-02,cliente2,yo,,20,,FURROW,,CP,1
125,2023-01-02,cliente2,yo,,15,,ROW,,CP,1
126,2023-01-02,cliente2,yo,,20,,FURROW,,CP,1
127,2023-01-02,cliente2,yo,,25,,ROW,,CP,1
128,2023-01-02,cliente2,yo,,7,,ROW,,CP,1
129,2023-01-02,cliente2,yo,,9,,FURROW,,CP,1
130,2023-01-02,cliente2,yo,,25,,ROW,,CP,1
131,2023-01-02,cliente2,yo,,25,,ROW,,CP,1
132,2023-01-02,cliente2,yo,,25,,ROW,,LCG,1
133,2023-01-02,cliente2,yo,,25,,FURROW,,LCG,1
134,2023-01-02,cliente2,yo,,9,,FURROW,,SOLANUM,1
135,2023-01-02,cliente2,yo,,7,,FURROW,,LCG,1
136,2023-01-02,cliente2,yo,,20,,FURROW,,CP,1
137,2023-01-02,cliente2,yo,,25,,FURROW,,LCG,1
138,2023-01-02,cliente2,yo,,25,,ROW,,LCG,1
139,2023-01-02,cliente2,yo,,15,,FURROW,,CP,1
140,2023-01-02,cliente2,yo,,25,,FURROW,,LCG,1
141,2023-01-02,cliente2,yo,,25,,FURROW,,LCG,1
142,2023-01-02,cliente2,yo,,9,,FURROW,,CP,1
143,2023-01-02,cliente2,yo,,25,,FURROW,,CP,1
144,2023-01-02,cliente2,yo,,25,,ROW,,CP,1
145,2023-01-02,cliente2,yo,,25,,ROW,,LCG,1
146,2023-01-02,cliente2,yo,,15,,ROW,,CP,1
147,2023-01-02,cliente2,yo,,20,,FURROW,,CP,1
148,2023-01-02,cliente2,yo,,25,,ROW,,SOLANUM,1
149,2023-01-02,cliente2,yo,,25,,FURROW,,SOLANUM,1
150,2023-01-02,cliente2,yo,,25,,ROW,,LCG,1
151,2023-01-02,cliente2,yo,,25,,FURROW,,CP,1
