weed_count,date,client,user,weed diameter,size,height,weed placement,weed type,weed name,weed applied
92,2023-01-01,pedro,mate,,0.0,,<NA>,HA,Xanthium cavanillesii,1
93,2023-01-01,pedro,mate,,0.0,,<NA>,HA,Xanthium cavanillesii,0
94,2023-01-01,pedro,mate,,0.0,,<NA>,HA,Xanthium cavanillesii,0
95,2023-01-01,pedro,mate,10.0,78.5,,FURROW,G,Maíz voluntario,1
96,2023-01-01,pedro,mate,10.0,78.5,,FURROW,G,Maíz voluntario,0
97,2023-01-01,pedro,mate,,0.0,,<NA>,HA,Xanthium cavanillesii,1
98,2023-01-01,pedro,mate,10.0,78.5,,FURROW,G,Maíz voluntario,1
99,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Xanthium cavanillesii,1
100,2023-01-01,pedro,mate,,25.0,,FURROW,HA,Xanthium cavanillesii,1
101,2023-01-01,pedro,mate,10.0,78.5,,ROW,HA,Bassia scoparia,1
102,2023-01-01,pedro,mate,,9.0,,ROW,G,Maíz voluntario,1
103,2023-01-01,pedro,mate,15.0,176.63,,FURROW,HA,Bassia scoparia,1
104,2023-01-01,pedro,mate,,25.0,,FURROW,HA,Bassia scoparia,1
105,2023-01-01,pedro,mate,,25.0,,FURROW,G,Maíz voluntario,1
106,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Conyza sp,1
107,2023-01-01,pedro,mate,,25.0,,ROW,HA,Conyza sp,1
108,2023-01-01,pedro,mate,,20.0,,FURROW,HA,Xanthium cavanillesii,0
109,2023-01-01,pedro,mate,,9.0,,ROW,G,Maíz voluntario,0
110,2023-01-01,pedro,mate,,0.0,,<NA>,,,
111,2023-01-01,pedro,mate,,0.0,,<NA>,HA,Bassia scoparia,1
112,2023-01-01,pedro,mate,,20.0,,ROW,G,Maíz voluntario,1
113,2023-01-01,pedro,mate,,7.0,,ROW,G,Maíz voluntario,1
114,2023-01-01,pedro,mate,15.0,176.63,,FURROW,G,Maíz voluntario,1
115,2023-01-01,pedro,mate,10.0,78.5,,FURROW,G,Maíz voluntario,0
116,2023-01-01,pedro,mate,,0.0,,FURROW,HA,Bassia scoparia,1
117,2023-01-01,pedro,mate,,0.0,,ROW,HA,Bassia scoparia,1
118,2023-01-01,pedro,mate,,25.0,,FURROW,G,,1
119,2023-01-01,pedro,mate,30.0,706.5,,FURROW,HA,Bassia scoparia,1
120,2023-01-01,pedro,mate,30.0,706.5,,FURROW,HA,Bassia scoparia,1
121,2023-01-01,pedro,mate,50.0,1962.5,,FURROW,HA,Bassia scoparia,1
122,2023-01-01,pedro,mate,20.0,314.0,,FURROW,HA,Bassia scoparia,1
123,2023-01-01,pedro,mate,25.0,490.63,,FURROW,HA,Xanthium cavanillesii,0
124,2023-01-01,pedro,mate,,25.0,,ROW,HA,Conyza sp,1
125,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Bassia scoparia,1
126,2023-01-01,pedro,mate,15.0,176.63,,ROW,HA,Bassia scoparia,1
127,2023-01-01,pedro,mate,,25.0,,FURROW,G,Maíz voluntario,0
128,2023-01-01,pedro,mate,10.0,78.5,,ROW,G,Maíz voluntario,1
129,2023-01-01,pedro,mate,,25.0,,FURROW,G,Maíz voluntario,1
130,2023-01-01,pedro,mate,15.0,176.63,,ROW,HA,Bassia scoparia,1
131,2023-01-01,pedro,mate,50.0,1962.5,,FURROW,HA,Bassia scoparia,1
132,2023-01-01,pedro,mate,,25.0,,FURROW,HA,Bassia scoparia,1
133,2023-01-01,pedro,mate,,25.0,,ROW,G,Maíz voluntario,1
134,2023-01-01,pedro,mate,,20.0,,FURROW,G,Maíz voluntario,1
135,2023-01-01,pedro,mate,,20.0,,FURROW,G,Maíz voluntario,1
136,2023-01-01,pedro,mate,,20.0,,ROW,HA,Xanthium cavanillesii,0
137,2023-01-01,pedro,mate,20.0,314.0,,FURROW,HA,Bassia scoparia,1
138,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Xanthium cavanillesii,1
139,2023-01-01,pedro,mate,,25.0,,ROW,G,Maíz voluntario,1
140,2023-01-01,pedro,mate,10.0,78.5,,FURROW,HA,Bassia scoparia,0
141,2023-01-01,pedro,mate,,0.0,,<NA>,,,
142,2023-01-01,pedro,mate,10.0,78.5,,ROW,HA,Xanthium cavanillesii,1
143,2023-01-01,pedro,mate,20.0,314.0,,FURROW,HA,Bassia scoparia,1
144,2023-01-01,pedro,mate,,20.0,,ROW,HA,Bassia scoparia,1
145,2023-01-01,pedro,mate,,15.0,,FURROW,G,Maíz voluntario,1
146,2023-01-01,pedro,mate,20.0,314.0,,ROW,HA,Bassia scoparia,1
147,2023-01-01,pedro,mate,,0.0,,<NA>,,,
148,2023-01-01,pedro,mate,,0.0,,FURROW,HA,Bassia scoparia,1
149,2023-01-01,pedro,mate,,0.0,,ROW,HA,Bassia scoparia,1
150,2023-01-01,pedro,mate,,0.0,,FURROW,HA,Bassia scoparia,1
